Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Rittenhouse Square,39.9495,-75.1719,Body Cycle Fitness,39.95228069398262,-75.17266504645772,Gym
Fitler Square,39.947763,-75.17897099999999,Rival Bros Coffee,39.94653993759493,-75.18068102034958,Coffee Shop
Fitler Square,39.947763,-75.17897099999999,Fitler Square,39.94754202330214,-75.18007373280545,Park
Fitler Square,39.947763,-75.17897099999999,Cafe Lutecia,39.946495276471666,-75.1795368098496,Café
Fitler Square,39.947763,-75.17897099999999,Schuylkill River Park,39.94915965377255,-75.18206018668118,Park
Fitler Square,39.947763,-75.17897099999999,FriSatSun,39.94902712255578,-75.1760414732381,American Restaurant
Fitler Square,39.947763,-75.17897099999999,Schuylkill River Dog Park,39.949212202697055,-75.18228827020796,Dog Run
Fitler Square,39.947763,-75.17897099999999,Ants Pants Cafe,39.945177119498624,-75.17910458823877,Breakfast Spot
Fitler Square,39.947763,-75.17897099999999,The Igloo,39.94532049811381,-75.17961419404482,Frozen Yogurt Shop
Fitler Square,39.947763,-75.17897099999999,Doobie's,39.94635436004364,-75.17837742284219,Dive Bar
Fitler Square,39.947763,-75.17897099999999,Mama Palma's Gourmet Pizza,39.94879558055459,-75.1789111411498,Pizza Place
Fitler Square,39.947763,-75.17897099999999,Honey's Sit 'n Eat,39.945208817273496,-75.17713962497513,Breakfast Spot
Fitler Square,39.947763,-75.17897099999999,Rosenbach Museum & Library,39.94740780732953,-75.17502174706513,Museum
Fitler Square,39.947763,-75.17897099999999,Grace Tavern,39.945313833126356,-75.17976066284554,Pub
Fitler Square,39.947763,-75.17897099999999,City Fitness,39.9451908,-75.1773516,Gym / Fitness Center
Fitler Square,39.947763,-75.17897099999999,Wawa,39.94534960433527,-75.17858976809802,Convenience Store
Fitler Square,39.947763,-75.17897099999999,Res Ipsa,39.95109326327086,-75.17820420771612,Café
Fitler Square,39.947763,-75.17897099999999,Schuylkill River Trail,39.95146132047037,-75.18069801704061,Trail
Fitler Square,39.947763,-75.17897099999999,Palm Tree Gourmet,39.94667846775175,-75.17466630777221,Convenience Store
Fitler Square,39.947763,-75.17897099999999,Pub & Kitchen,39.945801264777984,-75.17486615099378,Gastropub
Fitler Square,39.947763,-75.17897099999999,Pamcakes: A Philly Cupcakery,39.946585247205974,-75.17467627255643,Cupcake Shop
Fitler Square,39.947763,-75.17897099999999,Jezebel's,39.94772602142187,-75.18267086660491,Argentinian Restaurant
Fitler Square,39.947763,-75.17897099999999,The Bakeshop on 20th,39.94841762297631,-75.17428218490667,Bakery
Fitler Square,39.947763,-75.17897099999999,Spread Bagelry,39.94856195724255,-75.17425521176934,Bagel Shop
Fitler Square,39.947763,-75.17897099999999,Vernick Food & Drink,39.950656609366234,-75.17492740552193,American Restaurant
Fitler Square,39.947763,-75.17897099999999,Twenty Manning Grill,39.948556972513444,-75.17422496890326,American Restaurant
Fitler Square,39.947763,-75.17897099999999,Fitler Square Farmer's Market,39.94752187998757,-75.17937166867912,Farmers Market
Fitler Square,39.947763,-75.17897099999999,Good Karma Cafe,39.947310738761836,-75.17813290924038,Coffee Shop
Fitler Square,39.947763,-75.17897099999999,Rittenhouse Nails,39.94846816810137,-75.17425646946282,Cosmetics Shop
Fitler Square,39.947763,-75.17897099999999,Schuylkill Banks Boardwalk,39.94840452554649,-75.18423646688461,Nature Preserve
Fitler Square,39.947763,-75.17897099999999,Ultimo Coffee Bar,39.94942656028017,-75.17408617010497,Coffee Shop
Fitler Square,39.947763,-75.17897099999999,Lil' Pop Shop,39.9496430377428,-75.17398199304564,Ice Cream Shop
Fitler Square,39.947763,-75.17897099999999,Good Karma,39.95130324444695,-75.17940990493943,Coffee Shop
Fitler Square,39.947763,-75.17897099999999,Pure Fare,39.95102839586054,-75.1756777103175,Sandwich Place
Fitler Square,39.947763,-75.17897099999999,Gusto Pizzeria,39.949342424014766,-75.17772498024762,Pizza Place
Fitler Square,39.947763,-75.17897099999999,Locust Deli,39.949833878267896,-75.17594444538844,Deli / Bodega
Fitler Square,39.947763,-75.17897099999999,Audrey Claire,39.94823534485064,-75.17434972628308,New American Restaurant
Fitler Square,39.947763,-75.17897099999999,Parks On Tap,39.951108635233865,-75.18130650852144,Beer Garden
Fitler Square,39.947763,-75.17897099999999,Thrive Pilates Philadelphia,39.95047635450749,-75.17451049773777,Pilates Studio
Fitler Square,39.947763,-75.17897099999999,COOK,39.94900071604129,-75.17411604629068,Food
Fitler Square,39.947763,-75.17897099999999,Food & Friends,39.94825873441517,-75.17428971844652,Grocery Store
Fitler Square,39.947763,-75.17897099999999,Robeks Fresh Juices & Smoothies,39.95014051637048,-75.18208298439866,Food Truck
Fitler Square,39.947763,-75.17897099999999,Tsuki Sushi,39.95096677234398,-75.17717775450005,Sushi Restaurant
Fitler Square,39.947763,-75.17897099999999,Markward Playground,39.946970548266215,-75.18439741040343,Playground
Fitler Square,39.947763,-75.17897099999999,Sotto,39.95140884611769,-75.17958365184448,Italian Restaurant
Fitler Square,39.947763,-75.17897099999999,Maxx's Produce,39.94867107356731,-75.17420815004068,Grocery Store
Fitler Square,39.947763,-75.17897099999999,Erawan Thai Cuisine,39.95175967423992,-75.17835023927651,Thai Restaurant
Fitler Square,39.947763,-75.17897099999999,Carlo's Bake Shop,39.9508807579247,-75.17564581496515,Bakery
Fitler Square,39.947763,-75.17897099999999,Philly Power Yoga,39.95029302759521,-75.17451370234707,Yoga Studio
Fitler Square,39.947763,-75.17897099999999,Doggie Style,39.94521890609332,-75.17720532498356,Pet Store
Fitler Square,39.947763,-75.17897099999999,Taney Park,39.94824274494886,-75.18336244913486,Playground
Fitler Square,39.947763,-75.17897099999999,Rita's Italian Ice,39.94524276316314,-75.17773084774399,Ice Cream Shop
Fitler Square,39.947763,-75.17897099999999,Starbucks,39.94534155681325,-75.17864665621322,Coffee Shop
Fitler Square,39.947763,-75.17897099999999,Caffe Casta Diva,39.94969025065493,-75.17395924809335,Italian Restaurant
Fitler Square,39.947763,-75.17897099999999,Sip-n-Glo Juicery,39.94867868336368,-75.17419320420466,Juice Bar
Fitler Square,39.947763,-75.17897099999999,Orpheus Club of Philadelphia,39.94928136641184,-75.17707531007963,Music Venue
Fitler Square,39.947763,-75.17897099999999,Chewy's Food Truck,39.95055307310308,-75.1821228803963,Food Truck
Fitler Square,39.947763,-75.17897099999999,Schuylkill Banks Greenway,39.951220537377104,-75.18124516610173,Trail
Fitler Square,39.947763,-75.17897099999999,La Va Cafe,39.94506208474808,-75.17708485392477,Café
Fitler Square,39.947763,-75.17897099999999,Sweat Fitness,39.95137623381826,-75.18009231864704,Gym
Fitler Square,39.947763,-75.17897099999999,Seafood Unlimited,39.948434165022704,-75.17428631263593,Seafood Restaurant
Fitler Square,39.947763,-75.17897099999999,CVS,39.94510859207137,-75.17851964164257,Pharmacy
Fitler Square,39.947763,-75.17897099999999,Unleashed by Petco,39.94546075253733,-75.17991148691814,Pet Store
Fitler Square,39.947763,-75.17897099999999,Lou Bird's,39.94580311945748,-75.1748814661753,Gastropub
Fitler Square,39.947763,-75.17897099999999,Bacchus,39.94868807078278,-75.17902098322362,Café
Fitler Square,39.947763,-75.17897099999999,Ten Stone,39.94513794856291,-75.1769597610394,Bar
Fitler Square,39.947763,-75.17897099999999,Green Aisle Grocery,39.94478586732886,-75.18001977753168,Gourmet Shop
Fitler Square,39.947763,-75.17897099999999,Academy Of Vocal Arts,39.94778167508144,-75.17375784942489,Performing Arts Venue
Fitler Square,39.947763,-75.17897099999999,Rite Aid,39.9515058,-75.178687,Pharmacy
Fitler Square,39.947763,-75.17897099999999,Old Towne & Sanna's,39.94449567305817,-75.18057224845825,Pizza Place
Fitler Square,39.947763,-75.17897099999999,PA Wine & Spirits,39.94574539658094,-75.18173378970609,Liquor Store
Fitler Square,39.947763,-75.17897099999999,D'Angelo's Ristorante Italiano,39.948652003928395,-75.1742215306069,Italian Restaurant
Fitler Square,39.947763,-75.17897099999999,South Square Market,39.94544237371274,-75.17945164331036,Supermarket
Fitler Square,39.947763,-75.17897099999999,Citizens Bank,39.95006697784341,-75.17415940761566,Bank
Fitler Square,39.947763,-75.17897099999999,Fuzhou House,39.945324015315215,-75.17879164930778,Chinese Restaurant
Fitler Square,39.947763,-75.17897099999999,Bonner's Irish Pub,39.951778824223354,-75.17845678172074,Bar
Fitler Square,39.947763,-75.17897099999999,Callahan's Grille,39.946023186694205,-75.18379636933733,Dive Bar
Fitler Square,39.947763,-75.17897099999999,Phoebe's BBQ,39.94538777103696,-75.17911925328464,BBQ Joint
Fitler Square,39.947763,-75.17897099999999,Szechuan Hunan,39.94837843230325,-75.1742387145028,Chinese Restaurant
Fitler Square,39.947763,-75.17897099999999,7-Eleven,39.9490913072744,-75.1740802824497,Convenience Store
Fitler Square,39.947763,-75.17897099999999,My Thai,39.945254403035456,-75.17867689088945,Thai Restaurant
Fitler Square,39.947763,-75.17897099999999,Andy's Chicken,39.945023,-75.177411,Fried Chicken Joint
Penn's Landing,39.945640000000004,-75.14072,Spruce Street Harbor Park,39.94467018358169,-75.14135493085817,Park
Penn's Landing,39.945640000000004,-75.14072,Delaware Riverfront,39.94471963877789,-75.14140963554382,Waterfront
Penn's Landing,39.945640000000004,-75.14072,Penn's Landing,39.947924476607504,-75.14026070441602,Park
Penn's Landing,39.945640000000004,-75.14072,The Philadelphia Korean War Memorial At Penn's Landing,39.944947757457015,-75.14346326484629,History Museum
Penn's Landing,39.945640000000004,-75.14072,Cruiser USS Olympia,39.943601564266054,-75.14129250666936,Boat or Ferry
Penn's Landing,39.945640000000004,-75.14072,Philadelphia Vietnam Veterans Memorial,39.94406313726511,-75.14246695496416,Sculpture Garden
Penn's Landing,39.945640000000004,-75.14072,Independence Seaport Museum,39.94610247783623,-75.14019638734368,History Museum
Penn's Landing,39.945640000000004,-75.14072,Christopher Columbus Park,39.944474047318316,-75.14142939395236,Park
Penn's Landing,39.945640000000004,-75.14072,Blue Cross River Rink,39.94807400771673,-75.13976637802105,Skating Rink
Penn's Landing,39.945640000000004,-75.14072,The Olde Bar,39.946897854107426,-75.14386180315944,Cocktail Bar
Penn's Landing,39.945640000000004,-75.14072,Great Plaza,39.94735061152531,-75.14013528356087,Harbor / Marina
Penn's Landing,39.945640000000004,-75.14072,Hilton Philadelphia at Penn's Landing,39.9452075533,-75.1413550139,Hotel
Penn's Landing,39.945640000000004,-75.14072,SS Franklin Fountain,39.94427557548808,-75.1413201205281,Ice Cream Shop
Penn's Landing,39.945640000000004,-75.14072,Zahav,39.946336958922934,-75.14506448469714,Israeli Restaurant
Penn's Landing,39.945640000000004,-75.14072,Ritz East,39.94740489524062,-75.14323512522098,Movie Theater
Penn's Landing,39.945640000000004,-75.14072,Moshulu,39.94233548197223,-75.1413081,American Restaurant
Penn's Landing,39.945640000000004,-75.14072,City Tavern,39.94720397449865,-75.14435682168133,American Restaurant
Penn's Landing,39.945640000000004,-75.14072,Ritz 5 Movies,39.946776574831354,-75.1451368878758,Indie Movie Theater
Penn's Landing,39.945640000000004,-75.14072,Han Dynasty,39.94845633567079,-75.14381888707953,Chinese Restaurant
Penn's Landing,39.945640000000004,-75.14072,The Irish Memorial,39.94785370668194,-75.14200522344004,Outdoor Sculpture
Penn's Landing,39.945640000000004,-75.14072,Spasso Italian Grill,39.94870039431784,-75.14251769263223,Italian Restaurant
Penn's Landing,39.945640000000004,-75.14072,Khyber Pass Pub,39.9486033841628,-75.14408029176288,Gastropub
Penn's Landing,39.945640000000004,-75.14072,Positano Coast,39.946803446288506,-75.14494694530335,Italian Restaurant
Penn's Landing,39.945640000000004,-75.14072,The Lodge at Waterfront Winterfest,39.94844927819518,-75.14014802684036,Speakeasy
Penn's Landing,39.945640000000004,-75.14072,Sassafras,39.948742859525034,-75.14403822271431,Bar
Penn's Landing,39.945640000000004,-75.14072,The Franklin Fountain,39.949654709890865,-75.14283657073975,Ice Cream Shop
Penn's Landing,39.945640000000004,-75.14072,Amada,39.9484697032236,-75.14490021521738,Tapas Restaurant
Penn's Landing,39.945640000000004,-75.14072,Shane Confectionery,39.94963729567151,-75.14270358322631,Candy Store
Penn's Landing,39.945640000000004,-75.14072,Bistro Romano,39.942001,-75.144139,Italian Restaurant
Penn's Landing,39.945640000000004,-75.14072,River Stage at Great Plaza,39.947511757861626,-75.13982204192244,Music Venue
Penn's Landing,39.945640000000004,-75.14072,European Republic,39.94848100323117,-75.14471550531007,Restaurant
Penn's Landing,39.945640000000004,-75.14072,Buffalo Billiards,39.9481876785533,-75.14330234338229,Pool Hall
Penn's Landing,39.945640000000004,-75.14072,Kabul,39.948271685355536,-75.14279313658969,Afghan Restaurant
Penn's Landing,39.945640000000004,-75.14072,Royal Boucherie,39.94867826918429,-75.14408512484212,French Restaurant
Penn's Landing,39.945640000000004,-75.14072,The Plough and the Stars,39.948703598829866,-75.14403628820482,Pub
Penn's Landing,39.945640000000004,-75.14072,La Famiglia,39.94939309989267,-75.14210673106295,Italian Restaurant
Penn's Landing,39.945640000000004,-75.14072,The Victoria Freehouse,39.949356563095705,-75.1421255369775,Pub
Penn's Landing,39.945640000000004,-75.14072,2nd Story Brewing Company,39.948364157998355,-75.14354733313645,Brewery
Penn's Landing,39.945640000000004,-75.14072,Society Hill Towers,39.94540704157716,-75.1444508438191,Residential Building (Apartment / Condo)
Penn's Landing,39.945640000000004,-75.14072,Lucha Cartel,39.948441474920386,-75.14441298937022,Mexican Restaurant
Penn's Landing,39.945640000000004,-75.14072,Chart House Restaurant,39.94122222421046,-75.14042965960485,Seafood Restaurant
Penn's Landing,39.945640000000004,-75.14072,Sheraton Philadelphia Society Hill Hotel,39.94645477479392,-75.14349007605745,Hotel
Penn's Landing,39.945640000000004,-75.14072,"Merchants Exchange Building, National Park Service",39.94726668975198,-75.14607585224188,Historic Site
Penn's Landing,39.945640000000004,-75.14072,Malbec Argentine Steakhouse,39.9430115329397,-75.14542660548439,Argentinian Restaurant
Penn's Landing,39.945640000000004,-75.14072,Submarine USS Becuna,39.94361200674002,-75.14124158071436,Boat or Ferry
Penn's Landing,39.945640000000004,-75.14072,Uzu,39.949786649253284,-75.14260546264143,Sushi Restaurant
Penn's Landing,39.945640000000004,-75.14072,Avis Car Rental,39.945212,-75.141385,Rental Car Location
Penn's Landing,39.945640000000004,-75.14072,Blue Cross RiverRink Summerfest,39.94844311085899,-75.13998760093291,Roller Rink
Penn's Landing,39.945640000000004,-75.14072,Society Hill Dance Academy,39.942909773241375,-75.1451923439614,Dance Studio
Penn's Landing,39.945640000000004,-75.14072,Taste,39.94654825574086,-75.14359184898,Restaurant
Penn's Landing,39.945640000000004,-75.14072,Penn's Landing Dog Park,39.94962515506067,-75.1395986886549,Dog Run
Penn's Landing,39.945640000000004,-75.14072,The Blue Anchor,39.944496,-75.141021,American Restaurant
Penn's Landing,39.945640000000004,-75.14072,Penn's Landing Playhouse,39.946118,-75.140367,Theater
Penn's Landing,39.945640000000004,-75.14072,Chickie's & Pete's Waterfront Crabshack,39.947117,-75.140915,Seafood Restaurant
Penn's Landing,39.945640000000004,-75.14072,Riverlink Ferry PA Side,39.946208294824785,-75.13988547806953,Boat or Ferry
Penn's Landing,39.945640000000004,-75.14072,Garces Taco Truck,39.944348756167415,-75.14132107674982,Food Truck
Penn's Landing,39.945640000000004,-75.14072,Foglietta Plaza,39.94506483635685,-75.14256957051731,Plaza
Penn's Landing,39.945640000000004,-75.14072,Distrito Taco Truck,39.944732419933544,-75.14106453571007,Food Truck
Penn's Landing,39.945640000000004,-75.14072,HipCityVeg,39.944867,-75.141213,Vegetarian / Vegan Restaurant
Penn's Landing,39.945640000000004,-75.14072,Village Burger,39.94463582855653,-75.14062556451836,Food Truck
Penn's Landing,39.945640000000004,-75.14072,Village burger,39.944344,-75.14117,Food Truck
Penn's Landing,39.945640000000004,-75.14072,Monument To The Scottish Immigrants,39.947426,-75.14227,Historic Site
Penn's Landing,39.945640000000004,-75.14072,Philadelphia Belle,39.94824002590546,-75.13944625854492,Boat or Ferry
Penn's Landing,39.945640000000004,-75.14072,Renaissance Sausage Food Truck,39.94298678210436,-75.14528885833275,Food Truck
Society Hill,39.945,-75.149,Mother Bethel AME Church,39.94334794959851,-75.15179899608772,Church
Society Hill,39.945,-75.149,Washington Square,39.947262175870776,-75.15203271759101,Park
Society Hill,39.945,-75.149,Zahav,39.946336958922934,-75.14506448469714,Israeli Restaurant
Society Hill,39.945,-75.149,Marrakesh,39.941949898949986,-75.14954396983812,Moroccan Restaurant
Society Hill,39.945,-75.149,Ritz 5 Movies,39.946776574831354,-75.1451368878758,Indie Movie Theater
Society Hill,39.945,-75.149,Blackbird Pizzeria,39.94276359235714,-75.15217875291056,Vegetarian / Vegan Restaurant
Society Hill,39.945,-75.149,Pizzeria Stella,39.94242470944941,-75.14568239450455,Pizza Place
Society Hill,39.945,-75.149,Jim's Steaks,39.9415433063036,-75.14926811964153,Sandwich Place
Society Hill,39.945,-75.149,Philadelphia Sports Clubs,39.94573,-75.150099,Gym / Fitness Center
Society Hill,39.945,-75.149,Frieda,39.947196841582,-75.14707895688245,Café
Society Hill,39.945,-75.149,HeadHouse Square Farmers Market,39.94279071934956,-75.14532074034635,Farmers Market
Society Hill,39.945,-75.149,Ishkabibble's Eatery,39.94158931640364,-75.14888352069798,Sandwich Place
Society Hill,39.945,-75.149,Bodhi Coffee,39.94285617341323,-75.14545797458909,Café
Society Hill,39.945,-75.149,Tomb Of The Unknown Soldier,39.947070880655005,-75.15256089174498,Sculpture Garden
Society Hill,39.945,-75.149,Independence Hall,39.9489038199848,-75.14996911592286,Historic Site
Society Hill,39.945,-75.149,Talula's Garden,39.94714094280398,-75.15347877070249,New American Restaurant
Society Hill,39.945,-75.149,Tattooed Mom,39.94196372971302,-75.15185030085395,Bar
Society Hill,39.945,-75.149,Three Bears Park,39.94418558068886,-75.14793208065981,Playground
Society Hill,39.945,-75.149,Powel House,39.94575884163079,-75.14701858056392,History Museum
Society Hill,39.945,-75.149,Lombard Cafe,39.94298153142565,-75.15213909269154,Café
Society Hill,39.945,-75.149,Retrospect,39.94163705746585,-75.15124650115362,Thrift / Vintage Store
Society Hill,39.945,-75.149,Museum of the American Revolution,39.948393445715396,-75.14602170944198,History Museum
Society Hill,39.945,-75.149,Sage Gallery,39.941648018497276,-75.14890241014498,Art Gallery
Society Hill,39.945,-75.149,Positano Coast,39.946803446288506,-75.14494694530335,Italian Restaurant
Society Hill,39.945,-75.149,Buddakan,39.9489186,-75.1471667,Asian Restaurant
Society Hill,39.945,-75.149,Head House Square,39.94246568515006,-75.14544847963957,Plaza
Society Hill,39.945,-75.149,Sexploratorium,39.94125799817064,-75.15091614728276,Miscellaneous Shop
Society Hill,39.945,-75.149,Independence National Historical Park Living History Center,39.94823570912318,-75.14782567781987,Museum
Society Hill,39.945,-75.149,Repo Records,39.94198131328282,-75.15220650071115,Record Shop
Society Hill,39.945,-75.149,Nora's Taqueria & Grill,39.941397855086834,-75.14735529637838,Mexican Restaurant
Society Hill,39.945,-75.149,The Twisted Tail,39.94186792089318,-75.14536342524443,Bar
Society Hill,39.945,-75.149,Eyes Gallery,39.94165484508641,-75.149315493888,Gift Shop
Society Hill,39.945,-75.149,Kimpton Hotel Monaco Philadelphia,39.949351,-75.148629,Hotel
Society Hill,39.945,-75.149,The Philadelphia Korean War Memorial At Penn's Landing,39.944947757457015,-75.14346326484629,History Museum
Society Hill,39.945,-75.149,Serpico,39.941872557706475,-75.1525890827179,American Restaurant
Society Hill,39.945,-75.149,OX Coffee,39.94099138360062,-75.14773841446954,Coffee Shop
Society Hill,39.945,-75.149,City Tavern,39.94720397449865,-75.14435682168133,American Restaurant
Society Hill,39.945,-75.149,Lorenzo & Sons Pizza,39.94147732637247,-75.14785098716575,Pizza Place
Society Hill,39.945,-75.149,Ritz at the Bourse,39.94917108797245,-75.14756770122892,Indie Movie Theater
Society Hill,39.945,-75.149,P.J. Clarke’s,39.947833,-75.151187,American Restaurant
Society Hill,39.945,-75.149,Rita's Water Ice,39.94136633304708,-75.1471772741584,Ice Cream Shop
Society Hill,39.945,-75.149,Theatre of the Living Arts,39.94150412917896,-75.14878338781182,Concert Hall
Society Hill,39.945,-75.149,Renaissance Philadelphia Downtown Hotel,39.94905444711862,-75.14766101891377,Hotel
Society Hill,39.945,-75.149,Optimal Sport Health Club - Curtis Center Gym,39.947769489461294,-75.15148213843308,Gym / Fitness Center
Society Hill,39.945,-75.149,Crash Bang Boom,39.941792415109376,-75.14917279011341,Boutique
Society Hill,39.945,-75.149,The Olde Bar,39.946897854107426,-75.14386180315944,Cocktail Bar
Society Hill,39.945,-75.149,South Street Souvlaki,39.94187388505889,-75.1510555570214,Greek Restaurant
Society Hill,39.945,-75.149,Alyans Middle Eastern Cuisine,39.94151012024506,-75.14912809782459,Middle Eastern Restaurant
Society Hill,39.945,-75.149,Carpenters' Hall,39.94829872871609,-75.14716559041358,History Museum
Society Hill,39.945,-75.149,Down Town Club,39.94879073315842,-75.15096348359125,Restaurant
Society Hill,39.945,-75.149,Woodrow's Sandwich Shop,39.94213720121277,-75.15316393521601,American Restaurant
Society Hill,39.945,-75.149,Haagen Dazs Philly,39.94141274576131,-75.1472523971102,Ice Cream Shop
Society Hill,39.945,-75.149,Passional Boutique,39.941674,-75.1481706,Adult Boutique
Society Hill,39.945,-75.149,Puyero Venezuelan Flavor,39.94187358592617,-75.14918804168701,Venezuelan Restaurant
Society Hill,39.945,-75.149,Garland of Letters Book Store,39.941990586880856,-75.15177049345255,Bookstore
Society Hill,39.945,-75.149,Southwark,39.940547842044666,-75.14934308574003,Cocktail Bar
Society Hill,39.945,-75.149,Totem Brand Co.,39.94198264653717,-75.151988006703,Men's Store
Society Hill,39.945,-75.149,"Merchants Exchange Building, National Park Service",39.94726668975198,-75.14607585224188,Historic Site
Society Hill,39.945,-75.149,Athenaeum of Philadelphia,39.946974485596556,-75.15134149486583,Historic Site
Society Hill,39.945,-75.149,Congress Hall,39.94900083342916,-75.15065252780914,Historic Site
Society Hill,39.945,-75.149,Ela,39.94063157924487,-75.1476251704198,American Restaurant
Society Hill,39.945,-75.149,SJ Cigars Co.,39.941715458745925,-75.1476239594898,Smoke Shop
Society Hill,39.945,-75.149,Talula's Daily,39.94720819910365,-75.153444974205,Café
Society Hill,39.945,-75.149,Old City Hall,39.94891117665881,-75.14927398264423,History Museum
Society Hill,39.945,-75.149,MilkBoy,39.9416865324679,-75.14923800841113,Bar
Society Hill,39.945,-75.149,Cooperage Wine & Whiskey Bar,39.948434290583705,-75.15256030962645,Wine Bar
Society Hill,39.945,-75.149,Tavern 222,39.941296870770145,-75.14651735054689,Bar
Society Hill,39.945,-75.149,Second Bank of the United States,39.94897343077689,-75.14842238461759,Art Museum
Society Hill,39.945,-75.149,Red Owl Tavern,39.949161,-75.149006,Hotel Bar
Society Hill,39.945,-75.149,South Street Philly Bagels,39.94111282415214,-75.14770130779526,Bagel Shop
Society Hill,39.945,-75.149,Cavanaugh's Headhouse,39.94266388088251,-75.14512174919976,Sports Bar
Society Hill,39.945,-75.149,Ishkabibbles II,39.94194380450957,-75.1515004250409,American Restaurant
Society Hill,39.945,-75.149,Historic Philadelphia Center,39.94927303577654,-75.15049356973924,History Museum
Society Hill,39.945,-75.149,National Liberty Museum,39.948776186040675,-75.14708545618791,Museum
Society Hill,39.945,-75.149,IceMax,39.94141306768805,-75.14751344035179,Dessert Shop
Society Hill,39.945,-75.149,La Nonna,39.94130490939602,-75.14620097790787,Italian Restaurant
Society Hill,39.945,-75.149,Sweet Charlie's,39.9478201903066,-75.15315619715847,Ice Cream Shop
Society Hill,39.945,-75.149,Stratus Rooftop Lounge,39.949358247531926,-75.14896108910672,Roof Deck
Society Hill,39.945,-75.149,Cafe Walnut,39.947894592559905,-75.15282528809489,Coffee Shop
Society Hill,39.945,-75.149,Bridgette Mayer Gallery,39.94799250998235,-75.1530964309624,Art Gallery
South Street,39.941758,-75.15069,Philly Aids Thrift Shop,39.94064473667774,-75.15108180953244,Thrift / Vintage Store
South Street,39.941758,-75.15069,Famous 4th Street Delicatessen,39.94049068222692,-75.1494576963085,Deli / Bodega
South Street,39.941758,-75.15069,Jim's Steaks,39.9415433063036,-75.14926811964153,Sandwich Place
South Street,39.941758,-75.15069,Creperie Beau Monde & L'Etage,39.94122649737156,-75.15250225207964,French Restaurant
South Street,39.941758,-75.15069,Bistrot la Minette,39.941304082633806,-75.15243564355951,French Restaurant
South Street,39.941758,-75.15069,Sexploratorium,39.94125799817064,-75.15091614728276,Miscellaneous Shop
South Street,39.941758,-75.15069,Blackbird Pizzeria,39.94276359235714,-75.15217875291056,Vegetarian / Vegan Restaurant
South Street,39.941758,-75.15069,Serpico,39.941872557706475,-75.1525890827179,American Restaurant
South Street,39.941758,-75.15069,Tattooed Mom,39.94196372971302,-75.15185030085395,Bar
South Street,39.941758,-75.15069,Retrospect,39.94163705746585,-75.15124650115362,Thrift / Vintage Store
South Street,39.941758,-75.15069,Marrakesh,39.941949898949986,-75.14954396983812,Moroccan Restaurant
South Street,39.941758,-75.15069,Repo Records,39.94198131328282,-75.15220650071115,Record Shop
South Street,39.941758,-75.15069,Mother Bethel AME Church,39.94334794959851,-75.15179899608772,Church
South Street,39.941758,-75.15069,Sweat Fitness,39.94051411418351,-75.15173917433349,Gym
South Street,39.941758,-75.15069,Beer Love,39.94019535196588,-75.14954887326661,Bar
South Street,39.941758,-75.15069,Ishkabibble's Eatery,39.94158931640364,-75.14888352069798,Sandwich Place
South Street,39.941758,-75.15069,Southwark,39.940547842044666,-75.14934308574003,Cocktail Bar
South Street,39.941758,-75.15069,Woodrow's Sandwich Shop,39.94213720121277,-75.15316393521601,American Restaurant
South Street,39.941758,-75.15069,Nomad Pizza,39.941808,-75.153899,Pizza Place
South Street,39.941758,-75.15069,Atomic City Comics,39.94204015730986,-75.15349298715591,Comic Shop
South Street,39.941758,-75.15069,Little Fish,39.940028,-75.152811,Seafood Restaurant
South Street,39.941758,-75.15069,Sage Gallery,39.941648018497276,-75.14890241014498,Art Gallery
South Street,39.941758,-75.15069,OX Coffee,39.94099138360062,-75.14773841446954,Coffee Shop
South Street,39.941758,-75.15069,Lombard Cafe,39.94298153142565,-75.15213909269154,Café
South Street,39.941758,-75.15069,The Hungry Pigeon,39.939137076872285,-75.14969331618147,American Restaurant
South Street,39.941758,-75.15069,Eyes Gallery,39.94165484508641,-75.149315493888,Gift Shop
South Street,39.941758,-75.15069,The Good King Tavern,39.94184315086448,-75.15405594003093,Restaurant
South Street,39.941758,-75.15069,Theatre of the Living Arts,39.94150412917896,-75.14878338781182,Concert Hall
South Street,39.941758,-75.15069,Moon + Arrow,39.93897797223271,-75.14986242473483,Boutique
South Street,39.941758,-75.15069,Essene Market & Cafe,39.940044579767196,-75.14943912837931,Grocery Store
South Street,39.941758,-75.15069,Bus Stop Boutique,39.939695128700855,-75.14960164638984,Shoe Store
South Street,39.941758,-75.15069,South Street Souvlaki,39.94187388505889,-75.1510555570214,Greek Restaurant
South Street,39.941758,-75.15069,Alyans Middle Eastern Cuisine,39.94151012024506,-75.14912809782459,Middle Eastern Restaurant
South Street,39.941758,-75.15069,Lorenzo & Sons Pizza,39.94147732637247,-75.14785098716575,Pizza Place
South Street,39.941758,-75.15069,Totem Brand Co.,39.94198264653717,-75.151988006703,Men's Store
South Street,39.941758,-75.15069,Nora's Taqueria & Grill,39.941397855086834,-75.14735529637838,Mexican Restaurant
South Street,39.941758,-75.15069,Garland of Letters Book Store,39.941990586880856,-75.15177049345255,Bookstore
South Street,39.941758,-75.15069,Rally,39.94137396156064,-75.15396167257315,Coffee Shop
South Street,39.941758,-75.15069,Ela,39.94063157924487,-75.1476251704198,American Restaurant
